	ser 	          0.007266794
	par 	         44.874179381
	par 	         44.874208985
	par 	         44.874175278
	par 	         44.883339556
	par 	         44.883393478
	par 	         44.883385887
	par 	         44.883370135
	par 	         44.883358418
	par 	         44.883284286
	par 	         44.882953030
	par 	         44.882925871
	par 	         44.882859099
	par 	         44.868796704
	par 	         44.974289496
	par 	         44.974281079
	par 	         44.974179802
	total 	         45.000896581
