	ser 	          0.011362093
	'IST-0.jpeg' 	          0.071350747
	'IST-1.jpeg' 	          0.135159329
	'IST-2.jpeg' 	          2.019090506
	'IST-3.jpeg' 	          7.343383603
	'IST-4.jpeg' 	          7.799226501
	'IST-5.jpeg' 	          9.536366544
	'IST-6.jpeg' 	         11.403986327
	'IST-7.jpeg' 	         13.573453782
	'IST-8.jpeg' 	         15.439288959
	'IST-9.jpeg' 	         17.363890548
	par0 	         23.520138417
	par1 	         23.520126383
	par2 	         23.520080532
	par3 	         23.520015617
	total 	         23.531645444
