	ser 	          0.007300999
	'IST-0.jpeg' 	          0.164739903
	'IST-1.jpeg' 	          0.504253461
	'IST-2.jpeg' 	          5.277129325
	'IST-3.jpeg' 	         16.189037083
	'IST-4.jpeg' 	         18.954556311
	'IST-5.jpeg' 	         23.962741212
	'IST-6.jpeg' 	         28.370646310
	'IST-7.jpeg' 	         32.916539677
	'IST-8.jpeg' 	         36.763831547
	'IST-9.jpeg' 	         39.617482152
	par0 	         56.047010719
	par1 	         56.047015146
	par2 	         56.046997859
	par3 	         56.046967100
	total 	         56.054538638
