	ser 	          0.008843639
	'IST-1.jpg' 	          1.352376083
	'IST-10.jpg' 	          1.475071929
	'IST-11.jpg' 	          0.296906561
	'IST-12.jpg' 	          0.481147584
	'IST-13.jpg' 	          2.630833501
	'IST-14.jpg' 	          2.755451491
	'IST-15.jpg' 	          8.709818960
	'IST-16.jpg' 	          8.832585697
	'IST-17.jpg' 	         14.369466283
	'IST-18.jpg' 	         14.447686285
	'IST-19.jpg' 	         20.246902385
	'IST-2.jpg' 	         20.397717736
	'IST-20.jpg' 	         20.507171053
	'IST-21.jpg' 	         25.386561252
	'IST-22.jpg' 	         25.493883889
	'IST-23.jpg' 	         30.875620331
	'IST-24.jpg' 	         30.964370177
	'IST-25.jpg' 	         35.691300955
	'IST-26.jpg' 	         35.790443934
	'IST-27.jpg' 	         48.363916916
	'IST-28.jpg' 	         48.444793337
	'IST-29.jpg' 	         50.656675930
	'IST-3.jpg' 	         55.719097896
	'IST-30.jpg' 	         55.793233271
	'IST-31.jpg' 	         60.632856425
	'IST-32.jpg' 	         60.724494795
	'IST-4.jpg' 	         60.840912247
	'IST-5.jpg' 	         66.327761696
	'IST-6.jpg' 	         66.406829580
	'IST-7.jpg' 	         71.000648076
	'IST-8.jpg' 	         71.091230175
	'IST-9.jpg' 	         74.784158201
	par0 	        103.086826855
	par1 	        103.086836614
	par2 	        103.086808030
	par3 	        103.086786486
	total 	        103.095859575
