	ser 	          0.010419322
	'IST-0.jpeg' 	          0.186956245
	'IST-1.jpeg' 	          0.149203620
	'IST-2.jpeg' 	          0.478083056
	'IST-3.jpeg' 	          1.737908657
	'IST-4.jpeg' 	          1.934340110
	'IST-5.jpeg' 	          2.286978893
	'IST-6.jpeg' 	          2.787393248
	'IST-7.jpeg' 	          3.199799462
	'IST-8.jpeg' 	          3.675762291
	'IST-9.jpeg' 	          4.127831783
	par0 	          5.738198264
	par1 	          5.738173872
	par2 	          5.738122113
	par3 	          5.738043544
	total 	          5.748792359
