	ser 	          0.008345182
	par 	          9.894829347
	par 	          9.894859627
	par 	          9.894851866
	par 	          9.906680407
	par 	          9.907057088
	par 	          9.907816452
	par 	          9.928209256
	par 	          9.928993513
	par 	          9.929692944
	par 	         11.743655610
	par 	         11.740973495
	par 	         11.740942806
	par 	         11.740916407
	par 	         11.735013294
	par 	         11.731738726
	par 	         11.731697971
	par 	         11.731692070
	par 	         11.718409655
	par 	         11.711361579
	par 	         11.674410821
	par 	         11.674283861
	par 	         11.674278143
	par 	         11.674279800
	par 	         11.674254883
	par 	         11.674228681
	par 	         11.674205194
	par 	         11.671579303
	par 	         11.665184900
	par 	         11.664670294
	par 	         11.664645626
	par 	         11.664640124
	par 	         11.664621103
	total 	         11.753324563
